date,building,source,consumption_kwh,cost_usd
2024-02-07,Building A,Solar,343.53,33.07
2024-02-07,Building B,Solar,460.95,42.52
2024-02-07,Building C,Grid,470.27,38.82
2024-02-07,Building D,Diesel,404.58,37.64
2024-02-07,Building A,Wind,444.53,35.85
2024-02-07,Building B,Solar,467.8,48.4
2024-02-07,Building C,Diesel,495.09,58.44
2024-02-07,Building D,Diesel,450.17,40.24
2024-02-08,Building A,Diesel,172.78,23.6
2024-02-08,Building B,Wind,123.12,13.8
2024-02-08,Building C,Wind,373.37,30.24
2024-02-08,Building D,Wind,405.85,48.6
2024-02-08,Building A,Grid,128.97,18.05
2024-02-08,Building B,Diesel,422.15,49.0
2024-02-08,Building C,Solar,230.37,19.97
2024-02-08,Building D,Grid,264.85,38.54
2024-02-08,Building A,Solar,167.35,16.15
2024-02-08,Building B,Wind,479.32,48.48
2024-02-08,Building C,Solar,167.7,17.64
2024-02-08,Building D,Grid,77.96,6.88
2024-02-08,Building A,Wind,121.87,15.6
2024-02-08,Building B,Wind,360.63,44.97
2024-02-08,Building C,Wind,215.39,20.56
2024-02-08,Building D,Grid,265.18,29.66
2024-02-09,Building A,Wind,237.13,28.09
2024-02-09,Building B,Diesel,390.81,53.2
2024-02-09,Building C,Grid,392.84,50.14
2024-02-09,Building D,Solar,286.48,33.51
2024-02-09,Building A,Wind,85.15,10.17
2024-02-09,Building B,Solar,422.95,60.57
2024-02-09,Building C,Grid,307.72,27.85
2024-02-09,Building D,Wind,434.52,48.2
2024-02-09,Building A,Grid,372.61,42.56
2024-02-09,Building B,Diesel,413.91,46.25
2024-02-09,Building C,Diesel,255.56,21.48
2024-02-09,Building D,Diesel,352.75,35.83
2024-02-09,Building A,Solar,228.18,31.3
2024-02-09,Building B,Grid,310.24,25.8
2024-02-09,Building C,Wind,365.17,43.05
2024-02-09,Building D,Solar,470.56,39.92
2024-02-10,Building A,Diesel,64.28,6.98
2024-02-10,Building B,Grid,394.62,58.59
2024-02-10,Building C,Diesel,218.51,31.11
2024-02-10,Building D,Diesel,441.33,63.32
2024-02-10,Building A,Diesel,86.11,12.7
2024-02-10,Building B,Grid,344.09,35.9
2024-02-10,Building C,Grid,496.78,53.41
2024-02-10,Building D,Grid,377.54,36.09
2024-02-10,Building A,Solar,390.28,57.95
2024-02-10,Building B,Diesel,353.07,41.7
2024-02-10,Building C,Diesel,420.51,40.93
2024-02-10,Building D,Wind,119.8,11.16
2024-02-10,Building A,Solar,64.5,8.14
2024-02-10,Building B,Solar,158.3,13.41
2024-02-10,Building C,Solar,250.9,31.87
2024-02-10,Building D,Solar,160.13,13.31
2024-02-11,Building A,Diesel,155.45,14.8
2024-02-11,Building B,Solar,113.06,16.91
2024-02-11,Building C,Grid,417.1,54.73
2024-02-11,Building D,Wind,309.86,41.55
2024-02-11,Building A,Wind,156.61,22.13
2024-02-11,Building B,Grid,236.1,23.44
2024-02-11,Building C,Grid,331.7,36.46
2024-02-11,Building D,Diesel,71.1,7.4
2024-02-11,Building A,Diesel,403.61,41.29
2024-02-11,Building B,Diesel,233.72,23.6
2024-02-11,Building C,Grid,389.49,44.07
2024-02-11,Building D,Grid,185.33,24.01
2024-02-11,Building A,Diesel,461.63,55.1
2024-02-11,Building B,Diesel,300.78,26.89
2024-02-11,Building C,Grid,164.75,16.99
2024-02-11,Building D,Solar,465.0,64.77
2024-02-12,Building A,Solar,291.04,40.18
2024-02-12,Building B,Solar,170.81,21.72
2024-02-12,Building C,Solar,443.13,41.29
2024-02-12,Building D,Grid,265.73,37.43
2024-02-12,Building A,Wind,186.43,26.78
2024-02-12,Building B,Grid,471.72,69.51
2024-02-12,Building C,Solar,386.1,51.28
2024-02-12,Building D,Grid,363.03,46.93
2024-02-12,Building A,Diesel,461.81,54.79
2024-02-12,Building B,Wind,221.3,25.97
2024-02-12,Building C,Wind,188.79,19.86
2024-02-12,Building D,Diesel,259.7,35.37
2024-02-12,Building A,Diesel,392.73,40.22
2024-02-12,Building B,Grid,216.82,23.63
2024-02-12,Building C,Grid,383.56,31.12
2024-02-12,Building D,Diesel,182.84,17.14
2024-02-13,Building A,Grid,220.93,30.56
2024-02-13,Building B,Diesel,297.79,43.49
2024-02-13,Building C,Wind,165.8,22.8
2024-02-13,Building D,Diesel,257.37,33.79
2024-02-13,Building A,Wind,126.17,16.46
2024-02-13,Building B,Diesel,132.82,18.89
2024-02-13,Building C,Solar,285.77,39.65
2024-02-13,Building D,Solar,475.33,60.26
2024-02-13,Building A,Solar,235.58,32.74
2024-02-13,Building B,Grid,80.59,7.3
2024-02-13,Building C,Grid,277.58,29.46
2024-02-13,Building D,Diesel,346.68,28.12
2024-02-13,Building A,Diesel,55.33,6.48
2024-02-13,Building B,Wind,291.08,29.13
2024-02-13,Building C,Diesel,412.78,59.31
2024-02-13,Building D,Solar,463.12,54.05
2024-02-14,Building A,Grid,136.37,15.94
2024-02-14,Building B,Wind,170.3,18.36
2024-02-14,Building C,Wind,481.68,54.01
2024-02-14,Building D,Grid,495.6,47.48
2024-02-14,Building A,Solar,344.18,48.21
2024-02-14,Building B,Solar,92.08,9.81
2024-02-14,Building C,Diesel,75.25,6.07
2024-02-14,Building D,Grid,87.21,12.14
2024-02-14,Building A,Wind,304.64,42.67
2024-02-14,Building B,Solar,452.66,65.34
2024-02-14,Building C,Grid,145.14,20.43
2024-02-14,Building D,Diesel,171.99,24.89
2024-02-14,Building A,Wind,454.69,54.31
2024-02-14,Building B,Solar,130.71,18.24
2024-02-14,Building C,Solar,482.66,58.45
2024-02-14,Building D,Diesel,467.99,47.24
2024-02-15,Building A,Grid,305.01,42.54
2024-02-15,Building B,Wind,222.73,29.35
2024-02-15,Building C,Solar,275.36,40.81
2024-02-15,Building D,Solar,93.96,9.04
2024-02-15,Building A,Solar,203.27,27.2
2024-02-15,Building B,Diesel,486.01,49.98
2024-02-15,Building C,Wind,402.6,44.91
2024-02-15,Building D,Grid,210.12,30.65
2024-02-15,Building A,Diesel,133.58,16.16
2024-02-15,Building B,Diesel,88.56,10.92
2024-02-15,Building C,Grid,370.9,31.8
2024-02-15,Building D,Grid,221.0,29.81
2024-02-15,Building A,Grid,382.84,39.11
2024-02-15,Building B,Solar,91.18,13.31
2024-02-15,Building C,Diesel,211.96,20.96
2024-02-15,Building D,Grid,89.28,9.84
2024-02-16,Building A,Diesel,96.48,8.32
2024-02-16,Building B,Solar,318.62,42.99
2024-02-16,Building C,Diesel,55.55,6.05
2024-02-16,Building D,Solar,376.18,44.83
2024-02-16,Building A,Grid,307.38,28.24
2024-02-16,Building B,Diesel,126.28,12.48
2024-02-16,Building C,Wind,271.91,22.96
2024-02-16,Building D,Diesel,174.18,17.59
2024-02-16,Building A,Solar,212.51,31.05
2024-02-16,Building B,Diesel,317.21,29.72
2024-02-16,Building C,Solar,110.97,8.93
2024-02-16,Building D,Diesel,199.5,24.62
2024-02-16,Building A,Wind,248.1,27.33
2024-02-16,Building B,Grid,185.2,22.64
2024-02-16,Building C,Grid,265.55,24.55
2024-02-16,Building D,Diesel,485.93,48.79
2024-02-17,Building A,Diesel,485.49,65.41
2024-02-17,Building B,Wind,219.22,30.07
2024-02-17,Building C,Diesel,214.26,31.12
2024-02-17,Building D,Grid,316.5,37.41
2024-02-17,Building A,Solar,478.85,53.78
2024-02-17,Building B,Grid,247.3,24.83
2024-02-17,Building C,Solar,418.53,56.79
2024-02-17,Building D,Diesel,352.84,31.66
2024-02-17,Building A,Wind,158.91,20.04
2024-02-17,Building B,Diesel,405.08,34.5
2024-02-17,Building C,Diesel,312.01,36.63
2024-02-17,Building D,Diesel,294.64,39.88
2024-02-17,Building A,Wind,365.74,50.06
2024-02-17,Building B,Solar,99.22,9.66
2024-02-17,Building C,Wind,124.85,15.34
2024-02-17,Building D,Diesel,485.07,50.06
2024-02-18,Building A,Diesel,97.68,8.49
2024-02-18,Building B,Grid,279.8,32.55
2024-02-18,Building C,Grid,250.6,26.91
2024-02-18,Building D,Grid,205.24,16.77
2024-02-18,Building A,Solar,182.94,26.42
2024-02-18,Building B,Solar,102.23,14.91
2024-02-18,Building C,Grid,206.75,21.51
2024-02-18,Building D,Grid,284.5,29.7
2024-02-18,Building A,Solar,247.17,31.83
2024-02-18,Building B,Wind,80.23,6.67
2024-02-18,Building C,Solar,60.16,6.26
2024-02-18,Building D,Solar,354.71,32.46
2024-02-18,Building A,Grid,282.2,33.48
2024-02-18,Building B,Wind,301.93,44.41
2024-02-18,Building C,Grid,408.99,50.75
2024-02-18,Building D,Grid,338.22,37.29
2024-02-19,Building A,Solar,381.82,54.15
2024-02-19,Building B,Diesel,316.49,33.93
2024-02-19,Building C,Grid,142.6,18.92
2024-02-19,Building D,Solar,309.81,42.12
2024-02-19,Building A,Grid,214.61,20.13
2024-02-19,Building B,Solar,168.06,23.59
2024-02-19,Building C,Wind,318.64,39.13
2024-02-19,Building D,Solar,206.57,28.75
2024-02-19,Building A,Grid,416.18,53.86
2024-02-19,Building B,Wind,463.41,56.22
2024-02-19,Building C,Grid,190.93,18.46
2024-02-19,Building D,Solar,132.37,17.01
2024-02-19,Building A,Diesel,238.21,21.36
2024-02-19,Building B,Diesel,240.37,27.42
2024-02-19,Building C,Grid,299.71,34.25
2024-02-19,Building D,Grid,134.19,18.64
2024-02-20,Building A,Solar,439.49,64.44
2024-02-20,Building B,Diesel,111.44,15.27
2024-02-20,Building C,Diesel,234.11,26.79
2024-02-20,Building D,Diesel,269.91,23.15
2024-02-20,Building A,Solar,408.15,38.95
2024-02-20,Building B,Solar,173.68,20.43
2024-02-20,Building C,Grid,401.33,48.0
2024-02-20,Building D,Diesel,297.38,26.15
2024-02-20,Building A,Solar,170.55,20.13
2024-02-20,Building B,Wind,293.92,39.08
2024-02-20,Building C,Diesel,295.86,44.17
2024-02-20,Building D,Solar,381.19,47.94
2024-02-20,Building A,Grid,183.97,27.59
2024-02-20,Building B,Diesel,168.27,23.62
2024-02-20,Building C,Solar,247.58,37.03
2024-02-20,Building D,Grid,144.45,19.01
2024-02-21,Building A,Wind,437.47,53.69
2024-02-21,Building B,Diesel,124.69,11.19
2024-02-21,Building C,Grid,416.09,56.75
2024-02-21,Building D,Wind,289.53,35.26
2024-02-21,Building A,Grid,195.64,25.29
2024-02-21,Building B,Wind,307.73,45.13
2024-02-21,Building C,Solar,111.02,14.71
2024-02-21,Building D,Diesel,463.45,69.27
2024-02-21,Building A,Grid,365.64,32.65
2024-02-21,Building B,Grid,370.13,51.08
2024-02-21,Building C,Diesel,270.26,32.54
2024-02-21,Building D,Wind,332.52,35.33
2024-02-21,Building A,Solar,335.13,47.46
2024-02-21,Building B,Solar,231.28,30.64
2024-02-21,Building C,Wind,254.61,29.07
2024-02-21,Building D,Solar,441.01,61.43
2024-02-22,Building A,Solar,378.92,42.47
2024-02-22,Building B,Wind,432.55,58.7
2024-02-22,Building C,Diesel,148.02,16.29
2024-02-22,Building D,Grid,272.62,27.97
2024-02-22,Building A,Wind,201.99,24.33
2024-02-22,Building B,Diesel,404.74,57.71
2024-02-22,Building C,Solar,70.67,8.75
2024-02-22,Building D,Diesel,57.33,8.32
2024-02-22,Building A,Grid,248.58,19.9
2024-02-22,Building B,Diesel,141.04,18.08
2024-02-22,Building C,Grid,446.97,45.2
2024-02-22,Building D,Wind,92.0,9.68
2024-02-22,Building A,Solar,217.33,31.14
2024-02-22,Building B,Grid,73.3,9.07
2024-02-22,Building C,Grid,243.15,21.0
2024-02-22,Building D,Solar,50.49,5.72
2024-02-23,Building A,Grid,317.16,36.91
2024-02-23,Building B,Diesel,54.18,6.97
2024-02-23,Building C,Solar,494.67,54.2
2024-02-23,Building D,Grid,264.97,25.44
2024-02-23,Building A,Solar,378.84,33.02
2024-02-23,Building B,Wind,215.4,21.74
2024-02-23,Building C,Diesel,398.06,52.83
2024-02-23,Building D,Grid,338.71,43.15
2024-02-23,Building A,Solar,288.73,23.27
2024-02-23,Building B,Grid,248.04,32.39
2024-02-23,Building C,Grid,463.95,57.12
2024-02-23,Building D,Diesel,436.98,37.61
2024-02-23,Building A,Solar,113.01,10.02
2024-02-23,Building B,Diesel,208.19,22.91
2024-02-23,Building C,Grid,161.5,20.21
2024-02-23,Building D,Grid,299.03,36.48
2024-02-24,Building A,Wind,400.54,51.4
2024-02-24,Building B,Wind,142.45,17.45
2024-02-24,Building C,Grid,386.53,38.92
2024-02-24,Building D,Solar,402.71,54.59
2024-02-24,Building A,Grid,272.7,23.97
2024-02-24,Building B,Diesel,337.14,28.65
2024-02-24,Building C,Solar,494.1,71.83
2024-02-24,Building D,Grid,224.08,31.09
2024-02-24,Building A,Diesel,214.44,27.41
2024-02-24,Building B,Diesel,479.5,64.22
2024-02-24,Building C,Solar,314.31,25.45
2024-02-24,Building D,Grid,67.92,5.72
2024-02-24,Building A,Diesel,277.97,34.47
2024-02-24,Building B,Diesel,240.61,26.02
2024-02-24,Building C,Grid,174.86,17.78
2024-02-24,Building D,Grid,488.44,44.39
2024-02-25,Building A,Wind,225.83,28.09
2024-02-25,Building B,Solar,189.58,20.97
2024-02-25,Building C,Grid,76.06,6.54
2024-02-25,Building D,Diesel,102.19,12.56
2024-02-25,Building A,Solar,189.18,24.96
2024-02-25,Building B,Grid,103.75,13.44
2024-02-25,Building C,Solar,123.72,18.15
2024-02-25,Building D,Wind,125.13,11.12
2024-02-25,Building A,Wind,379.82,33.52
2024-02-25,Building B,Solar,200.75,22.09
2024-02-25,Building C,Solar,168.33,24.96
2024-02-25,Building D,Solar,273.27,31.63
2024-02-25,Building A,Solar,274.82,32.89
2024-02-25,Building B,Wind,120.79,16.2
2024-02-25,Building C,Solar,152.78,17.66
2024-02-25,Building D,Solar,436.41,35.29
2024-02-26,Building A,Solar,262.29,28.01
2024-02-26,Building B,Grid,130.53,19.22
2024-02-26,Building C,Solar,298.79,43.02
2024-02-26,Building D,Diesel,151.03,14.71
2024-02-26,Building A,Wind,172.07,14.7
2024-02-26,Building B,Wind,103.73,13.19
2024-02-26,Building C,Solar,130.7,17.81
2024-02-26,Building D,Solar,479.34,40.66
2024-02-26,Building A,Diesel,439.71,58.99
2024-02-26,Building B,Wind,197.29,23.42
2024-02-26,Building C,Solar,216.01,21.69
2024-02-26,Building D,Wind,382.81,37.13
2024-02-26,Building A,Wind,316.26,36.22
2024-02-26,Building B,Grid,379.61,44.89
2024-02-26,Building C,Grid,117.75,17.11
2024-02-26,Building D,Solar,154.85,16.14
2024-02-27,Building A,Solar,477.95,38.28
2024-02-27,Building B,Diesel,432.05,56.56
2024-02-27,Building C,Solar,142.34,21.18
2024-02-27,Building D,Diesel,271.41,22.85
2024-02-27,Building A,Grid,370.24,32.03
2024-02-27,Building B,Grid,453.78,52.81
2024-02-27,Building C,Wind,256.31,33.92
2024-02-27,Building D,Solar,277.44,34.57
2024-02-27,Building A,Diesel,83.67,10.02
2024-02-27,Building B,Diesel,348.1,31.03
2024-02-27,Building C,Wind,167.45,17.09
2024-02-27,Building D,Diesel,365.33,48.03
2024-02-27,Building A,Wind,253.74,24.45
2024-02-27,Building B,Grid,111.25,14.9
2024-02-27,Building C,Solar,119.93,10.97
2024-02-27,Building D,Diesel,191.31,16.92
2024-02-28,Building A,Wind,484.09,45.76
2024-02-28,Building B,Wind,258.51,36.11
2024-02-28,Building C,Solar,120.93,15.48
2024-02-28,Building D,Solar,146.76,20.54
2024-02-28,Building A,Grid,91.05,8.87
2024-02-28,Building B,Wind,228.31,19.05
2024-02-28,Building C,Wind,167.08,24.95
2024-02-28,Building D,Solar,478.44,66.9
2024-02-28,Building A,Grid,92.63,8.07
2024-02-28,Building B,Grid,104.65,8.82
2024-02-28,Building C,Grid,108.82,14.98
2024-02-28,Building D,Wind,358.83,52.26
2024-02-28,Building A,Solar,312.05,30.62
2024-02-28,Building B,Solar,59.81,5.05
2024-02-28,Building C,Diesel,414.18,35.8
2024-02-28,Building D,Wind,105.14,15.35
2024-02-29,Building A,Solar,125.6,15.09
2024-02-29,Building B,Diesel,273.26,29.18
2024-02-29,Building C,Diesel,127.76,12.14
2024-02-29,Building D,Grid,173.74,19.32
2024-02-29,Building A,Grid,65.59,8.09
2024-02-29,Building B,Grid,341.28,39.22
2024-02-29,Building C,Diesel,77.44,7.71
2024-02-29,Building D,Grid,238.66,29.83
2024-02-29,Building A,Grid,333.84,45.45
2024-02-29,Building B,Solar,495.23,66.72
2024-02-29,Building C,Wind,265.86,35.81
2024-02-29,Building D,Wind,460.7,53.06
2024-02-29,Building A,Diesel,171.7,14.05
2024-02-29,Building B,Grid,63.19,8.64
2024-02-29,Building C,Wind,76.37,11.41
2024-02-29,Building D,Wind,395.08,59.25
2024-03-01,Building A,Grid,95.06,11.98
2024-03-01,Building B,Wind,290.16,39.28
2024-03-01,Building C,Solar,393.82,57.63
2024-03-01,Building D,Diesel,209.66,29.09
2024-03-01,Building A,Grid,129.25,15.7
2024-03-01,Building B,Wind,461.29,37.81
2024-03-01,Building C,Wind,476.4,56.91
2024-03-01,Building D,Grid,426.51,58.32
2024-03-01,Building A,Diesel,293.96,27.13
2024-03-01,Building B,Solar,90.62,8.73
2024-03-01,Building C,Grid,58.97,6.69
2024-03-01,Building D,Wind,463.05,43.57
2024-03-01,Building A,Grid,203.34,18.79
2024-03-01,Building B,Wind,76.8,6.94
2024-03-01,Building C,Grid,398.46,55.49
2024-03-01,Building D,Wind,482.25,51.19
2024-03-02,Building A,Diesel,313.71,32.49
2024-03-02,Building B,Wind,111.4,10.14
2024-03-02,Building C,Diesel,406.33,59.83
2024-03-02,Building D,Wind,128.39,18.98
2024-03-02,Building A,Wind,150.46,18.24
2024-03-02,Building B,Grid,220.27,28.94
2024-03-02,Building C,Wind,107.31,14.06
2024-03-02,Building D,Diesel,432.84,57.98
2024-03-02,Building A,Solar,131.94,13.49
2024-03-02,Building B,Grid,337.84,29.49
2024-03-02,Building C,Diesel,113.29,14.97
2024-03-02,Building D,Grid,206.06,21.09
2024-03-02,Building A,Solar,419.75,53.27
2024-03-02,Building B,Wind,250.98,24.74
2024-03-02,Building C,Grid,361.93,37.83
2024-03-02,Building D,Solar,374.19,31.2
2024-03-03,Building A,Diesel,379.66,56.13
2024-03-03,Building B,Diesel,271.89,28.96
2024-03-03,Building C,Diesel,95.64,10.86
2024-03-03,Building D,Grid,123.2,10.49
2024-03-03,Building A,Solar,182.71,18.69
2024-03-03,Building B,Solar,83.39,7.66
2024-03-03,Building C,Diesel,122.41,10.44
2024-03-03,Building D,Solar,202.08,30.1
2024-03-03,Building A,Diesel,367.03,40.44
2024-03-03,Building B,Grid,323.29,35.69
2024-03-03,Building C,Solar,95.57,9.02
2024-03-03,Building D,Grid,234.18,27.82
2024-03-03,Building A,Wind,347.27,35.01
2024-03-03,Building B,Solar,72.34,8.68
2024-03-03,Building C,Diesel,119.12,12.54
2024-03-03,Building D,Diesel,89.43,12.31
2024-03-04,Building A,Diesel,139.85,11.44
2024-03-04,Building B,Grid,337.19,50.04
2024-03-04,Building C,Diesel,429.7,43.65
2024-03-04,Building D,Diesel,261.93,37.36
2024-03-04,Building A,Wind,91.01,10.75
2024-03-04,Building B,Grid,216.96,23.15
2024-03-04,Building C,Grid,250.6,24.67
2024-03-04,Building D,Diesel,168.53,23.36
2024-03-04,Building A,Solar,118.01,15.19
2024-03-04,Building B,Solar,88.57,9.22
2024-03-04,Building C,Diesel,486.82,59.04
2024-03-04,Building D,Solar,428.36,58.81
2024-03-04,Building A,Diesel,484.53,62.07
2024-03-04,Building B,Diesel,307.72,29.69
2024-03-04,Building C,Wind,85.53,12.25
2024-03-04,Building D,Solar,275.95,39.47
2024-03-05,Building A,Grid,104.13,13.85
2024-03-05,Building B,Grid,477.08,43.75
2024-03-05,Building C,Grid,413.81,36.76
2024-03-05,Building D,Diesel,85.27,10.9
2024-03-05,Building A,Grid,498.77,61.8
2024-03-05,Building B,Wind,193.89,25.38
2024-03-05,Building C,Solar,89.16,10.61
2024-03-05,Building D,Wind,435.48,50.68
2024-03-05,Building A,Solar,403.95,49.93
2024-03-05,Building B,Diesel,100.63,9.1
2024-03-05,Building C,Solar,466.22,55.66
2024-03-05,Building D,Solar,403.59,56.79
2024-03-05,Building A,Wind,445.05,43.83
2024-03-05,Building B,Diesel,307.41,34.77
2024-03-05,Building C,Grid,173.94,15.67
2024-03-05,Building D,Diesel,67.45,9.6
2024-03-06,Building A,Wind,360.73,30.1
2024-03-06,Building B,Diesel,464.38,66.31
2024-03-06,Building C,Solar,202.04,27.39
2024-03-06,Building D,Wind,176.16,20.16
2024-03-06,Building A,Solar,487.62,46.79
2024-03-06,Building B,Wind,488.4,54.22
2024-03-06,Building C,Wind,171.24,18.69
2024-03-06,Building D,Solar,134.57,12.76
2024-03-06,Building A,Diesel,383.43,51.06
2024-03-06,Building B,Wind,419.46,48.69
2024-03-06,Building C,Grid,79.53,10.31
2024-03-06,Building D,Diesel,111.04,15.5
2024-03-06,Building A,Solar,128.18,18.11
2024-03-06,Building B,Grid,426.64,41.58
2024-03-06,Building C,Diesel,72.75,7.66
2024-03-06,Building D,Grid,173.29,23.85
2024-03-07,Building A,Diesel,335.93,29.79
2024-03-07,Building B,Solar,158.87,18.15
2024-03-07,Building C,Diesel,129.91,18.31
2024-03-07,Building D,Wind,204.91,28.41
2024-03-07,Building A,Wind,387.03,49.62
2024-03-07,Building B,Wind,62.35,5.2
2024-03-07,Building C,Grid,435.7,54.6
2024-03-07,Building D,Grid,171.09,18.59
2024-03-07,Building A,Solar,439.08,64.85
2024-03-07,Building B,Solar,263.34,23.51
2024-03-07,Building C,Grid,320.51,25.83
2024-03-07,Building D,Wind,323.75,47.27
2024-03-07,Building A,Wind,240.71,25.6
2024-03-07,Building B,Wind,256.55,24.44
2024-03-07,Building C,Wind,354.74,48.85
2024-03-07,Building D,Diesel,313.02,25.2
2024-03-08,Building A,Wind,302.66,36.79
2024-03-08,Building B,Wind,184.31,16.14
2024-03-08,Building C,Solar,201.33,20.0
2024-03-08,Building D,Wind,437.67,43.01
2024-03-08,Building A,Wind,134.76,15.66
2024-03-08,Building B,Grid,454.86,62.03
2024-03-08,Building C,Diesel,347.24,44.33
2024-03-08,Building D,Solar,344.93,51.68
2024-03-08,Building A,Wind,458.11,49.62
2024-03-08,Building B,Solar,312.36,46.74
2024-03-08,Building C,Grid,204.43,26.56
2024-03-08,Building D,Diesel,457.94,58.17
2024-03-08,Building A,Wind,430.44,59.76
2024-03-08,Building B,Grid,182.2,20.58
2024-03-08,Building C,Wind,376.33,44.83
2024-03-08,Building D,Grid,476.12,68.07
2024-03-09,Building A,Solar,150.01,14.35
2024-03-09,Building B,Wind,239.21,33.99
2024-03-09,Building C,Wind,167.25,16.82
2024-03-09,Building D,Solar,261.74,36.81
2024-03-09,Building A,Solar,262.5,24.57
2024-03-09,Building B,Solar,440.37,46.99
2024-03-09,Building C,Wind,235.9,33.25
2024-03-09,Building D,Grid,111.81,10.51
2024-03-09,Building A,Diesel,494.24,70.43
2024-03-09,Building B,Diesel,114.45,16.07
2024-03-09,Building C,Grid,400.52,45.71
2024-03-09,Building D,Grid,191.04,16.06
2024-03-09,Building A,Diesel,173.09,23.07
2024-03-09,Building B,Grid,309.33,28.18
2024-03-09,Building C,Solar,108.23,11.94
2024-03-09,Building D,Diesel,231.53,34.17
2024-03-10,Building A,Diesel,52.1,6.11
2024-03-10,Building B,Wind,477.53,68.02
2024-03-10,Building C,Grid,58.06,4.66
2024-03-10,Building D,Grid,151.82,21.47
2024-03-10,Building A,Wind,108.02,11.54
2024-03-10,Building B,Wind,125.16,17.23
2024-03-10,Building C,Wind,476.81,53.36
2024-03-10,Building D,Wind,245.15,31.4
2024-03-10,Building A,Grid,204.23,29.22
2024-03-10,Building B,Wind,387.55,35.48
2024-03-10,Building C,Diesel,58.61,5.61
